"source_transaction_id","coverage_code","limits","deductable","per_occurance","premium","created_date"
"472236874_0","17",3000000,,1000000,182.00,
"472236875_0","17",3000000,,1000000,182.00,
"472236876_0","17",3000000,,1000000,182.00,
"472236877_0","17",3000000,,1000000,182.00,
"472236878_0","17",3000000,,1000000,182.00,
"472236879_0","17",3000000,,1000000,182.00,
"472236880_0","17",3000000,,1000000,182.00,
"472236881_0","17",3000000,,1000000,182.00,
"472236882_0","17",3000000,,1000000,182.00,
"472236883_0","17",3000000,,1000000,182.00,
"472236884_0","17",3000000,,1000000,182.00,
"472236885_0","17",3000000,,1000000,182.00,
"472236886_0","17",3000000,,1000000,182.00,
"472236887_0","17",3000000,,1000000,182.00,
"472236888_0","17",3000000,,1000000,182.00,
"472236889_0","17",3000000,,1000000,182.00,
"472237529_0","17",3000000,,1000000,182.00,
"472237530_0","17",3000000,,1000000,182.00,
"472237531_0","17",3000000,,1000000,182.00,
"472237533_0","17",3000000,,1000000,182.00,
"472237535_0","17",3000000,,1000000,182.00,
"472237541_0","17",3000000,,1000000,182.00,
"472237542_0","17",3000000,,1000000,182.00,
"472237563_0","17",3000000,,1000000,182.00,
"472237564_0","17",3000000,,1000000,182.00,
"472237565_0","17",3000000,,1000000,182.00,
"472237566_0","17",3000000,,1000000,182.00,
"472237567_0","17",3000000,,1000000,182.00,
"472237568_0","17",3000000,,1000000,182.00,
"472237569_0","17",3000000,,1000000,182.00,
"472237570_0","17",3000000,,1000000,182.00,
"472237594_0","17",3000000,,1000000,182.00,
"472237597_0","17",3000000,,1000000,182.00,
"472237601_0","17",3000000,,1000000,182.00,
"472237606_423748301","17",3000000,,1000000,182.00,
"472237608_423748315","17",3000000,,1000000,182.00,
"472237610_423748329","17",3000000,,1000000,182.00,
"472237629_423748377","17",3000000,,1000000,182.00,
"472237630_0","17",3000000,,1000000,182.00,
"472237631_0","17",3000000,,1000000,182.00,
"472237632_0","17",3000000,,1000000,182.00,
"472237633_0","17",3000000,,1000000,182.00,
"472237634_0","17",3000000,,1000000,182.00,
"472237635_0","17",3000000,,1000000,182.00,
"472237636_0","17",3000000,,1000000,182.00,
"472237637_0","17",3000000,,1000000,182.00,
"472237638_0","17",3000000,,1000000,182.00,
"472237639_0","17",3000000,,1000000,182.00,
"472237640_0","17",3000000,,1000000,182.00,
"472237641_0","17",3000000,,1000000,182.00,
"472237642_0","17",3000000,,1000000,182.00,
"472237643_0","17",3000000,,1000000,182.00,
"472237644_0","17",3000000,,1000000,182.00,
"472237645_0","17",3000000,,1000000,182.00,
"472237646_0","17",3000000,,1000000,182.00,
"472237647_0","17",3000000,,1000000,182.00,
"472237648_0","17",3000000,,1000000,182.00,
"472237649_0","17",3000000,,1000000,182.00,
"472237650_0","17",3000000,,1000000,182.00,
"472237651_0","17",3000000,,1000000,182.00,
"472237652_0","17",3000000,,1000000,182.00,
"472237653_0","17",3000000,,1000000,182.00,
"472237654_0","17",3000000,,1000000,182.00,
"472237655_0","17",3000000,,1000000,182.00,
"472237656_0","17",3000000,,1000000,182.00,
"472237657_0","17",3000000,,1000000,182.00,
"472237658_0","17",3000000,,1000000,182.00,
"472237659_0","17",3000000,,1000000,182.00,
"472237660_0","17",3000000,,1000000,182.00,
"472237661_0","17",3000000,,1000000,182.00,
"472237662_0","17",3000000,,1000000,182.00,
"472237663_0","17",3000000,,1000000,182.00,
"472237664_0","17",3000000,,1000000,182.00,
"472237665_0","17",3000000,,1000000,182.00,
"472237666_0","17",3000000,,1000000,182.00,
"472237667_0","17",3000000,,1000000,182.00,
"472237668_0","17",3000000,,1000000,182.00,
"472237669_0","17",3000000,,1000000,182.00,
"472237670_0","17",3000000,,1000000,182.00,
"472237671_0","17",3000000,,1000000,182.00,
"472237672_0","17",3000000,,1000000,182.00,
"472237673_0","17",3000000,,1000000,182.00,
"472237674_0","17",3000000,,1000000,182.00,
"472237675_0","17",3000000,,1000000,182.00,
"472237676_0","17",3000000,,1000000,182.00,
"472237677_0","17",3000000,,1000000,182.00,
"472237678_0","17",3000000,,1000000,182.00,
"472237679_0","17",3000000,,1000000,182.00,
"472237688_0","17",3000000,,1000000,182.00,
"472237689_423748413","17",3000000,,1000000,182.00,
"472237732_423748458","17",3000000,,1000000,182.00,
"472237739_423748461","17",3000000,,1000000,182.00,
"472237754_423748475","17",3000000,,1000000,182.00,
"472237780_423748489","17",3000000,,1000000,182.00,
"472237836_0","17",3000000,,1000000,182.00,
"472237838_0","17",3000000,,1000000,182.00,
"472237840_0","17",3000000,,1000000,182.00,
"472237860_423748718","17",3000000,,1000000,182.00,
"472237866_423748783","17",3000000,,1000000,182.00,
"472237868_423748802","17",3000000,,1000000,182.00,
"472237870_423748833","17",3000000,,1000000,182.00,
"472237872_423748850","17",3000000,,1000000,182.00,
"472237876_423748895","17",3000000,,1000000,182.00,
"472237878_423748914","17",3000000,,1000000,182.00,
"472237880_423748931","17",3000000,,1000000,182.00,
"472237882_423748959","17",3000000,,1000000,182.00,
"472237884_423748976","17",3000000,,1000000,182.00,
"472237886_423749013","17",3000000,,1000000,182.00,
"472237888_423749030","17",3000000,,1000000,182.00,
"472237890_423749058","17",3000000,,1000000,182.00,
"472237892_423749075","17",3000000,,1000000,182.00,
"472237894_423749092","17",3000000,,1000000,182.00,
"472237896_0","17",3000000,,1000000,182.00,
"472237906_423749125","17",3000000,,1000000,182.00,
"472237908_423749142","17",3000000,,1000000,182.00,
"472237915_423749237","17",3000000,,1000000,182.00,
"472237917_423749254","17",3000000,,1000000,182.00,
"472237919_423749271","17",3000000,,1000000,182.00,
"472237921_423749299","17",3000000,,1000000,182.00,
"472237925_423749335","17",3000000,,1000000,182.00,
"472237927_423749352","17",3000000,,1000000,182.00,
"472237930_423749397","17",3000000,,1000000,182.00,
"472237932_423749416","17",3000000,,1000000,182.00,
"472237935_423749450","17",3000000,,1000000,182.00,
"472237937_423749478","17",3000000,,1000000,182.00,
"472237939_423749495","17",3000000,,1000000,182.00,
"472237941_423749514","17",3000000,,1000000,182.00,
"472237943_423749531","17",3000000,,1000000,182.00,
"472237945_423749559","17",3000000,,1000000,182.00,
"472237947_423749576","17",3000000,,1000000,182.00,
"472237949_423749609","17",3000000,,1000000,182.00,
"472237951_423749626","17",3000000,,1000000,182.00,
"472237953_423749657","17",3000000,,1000000,182.00,
"472237955_423749674","17",3000000,,1000000,182.00,
"472237957_423749691","17",3000000,,1000000,182.00,
"472237959_423749710","17",3000000,,1000000,182.00,
"472237961_423749738","17",3000000,,1000000,182.00,
"472237963_423749755","17",3000000,,1000000,182.00,
"472237965_423749772","17",3000000,,1000000,182.00,
"472237967_423749805","17",3000000,,1000000,182.00,
"472237969_423749822","17",3000000,,1000000,182.00,
"472237971_423749853","17",3000000,,1000000,182.00,
"472237973_423749870","17",3000000,,1000000,182.00,
"472237975_423749898","17",3000000,,1000000,182.00,
"472237977_423749917","17",3000000,,1000000,182.00,
"472237979_423749934","17",3000000,,1000000,182.00,
"472237992_0","17",3000000,,1000000,182.00,
"472237993_0","17",3000000,,1000000,182.00,
"472237994_0","17",3000000,,1000000,182.00,
"472237995_0","17",3000000,,1000000,182.00,
"472237997_0","17",3000000,,1000000,182.00,
"472237999_0","17",3000000,,1000000,182.00,
"472238001_0","17",3000000,,1000000,182.00,
"472238004_0","17",3000000,,1000000,182.00,
"472238005_0","17",3000000,,1000000,182.00,
"472238006_0","17",3000000,,1000000,182.00,
"472238007_0","17",3000000,,1000000,182.00,
"472238008_0","17",3000000,,1000000,182.00,
"472238009_0","17",3000000,,1000000,182.00,
"472238010_0","17",3000000,,1000000,182.00,
"472238011_0","17",3000000,,1000000,182.00,
"472238012_0","17",3000000,,1000000,182.00,
"472238013_0","17",3000000,,1000000,182.00,
"472238014_0","17",3000000,,1000000,182.00,
"472238015_0","17",3000000,,1000000,182.00,
"472238017_0","17",3000000,,1000000,182.00,
"472238018_423750016","17",3000000,,1000000,182.00,
"472238021_0","17",3000000,,1000000,182.00,
"472238022_0","17",3000000,,1000000,182.00,
"472238023_0","17",3000000,,1000000,182.00,
"472238024_0","17",3000000,,1000000,182.00,
"472238025_0","17",3000000,,1000000,182.00,
"472238026_0","17",3000000,,1000000,182.00,
"472238027_0","17",3000000,,1000000,182.00,
"472238028_0","17",3000000,,1000000,182.00,
"472238029_0","17",3000000,,1000000,182.00,
"472238030_0","17",3000000,,1000000,182.00,
"472238031_0","17",3000000,,1000000,182.00,
"472238032_0","17",3000000,,1000000,182.00,
"472238033_0","17",3000000,,1000000,182.00,
"472238034_0","17",3000000,,1000000,182.00,
"472238035_0","17",3000000,,1000000,182.00,
"472238036_0","17",3000000,,1000000,182.00,
"472238037_0","17",3000000,,1000000,182.00,
"472238038_0","17",3000000,,1000000,182.00,
"472238039_0","17",3000000,,1000000,182.00,
"472238040_0","17",3000000,,1000000,182.00,
"472238041_0","17",3000000,,1000000,182.00,
"472238042_0","17",3000000,,1000000,182.00,
"472238043_0","17",3000000,,1000000,182.00,
"472238044_0","17",3000000,,1000000,182.00,
"472238045_0","17",3000000,,1000000,182.00,
"472238046_0","17",3000000,,1000000,182.00,
"472238047_0","17",3000000,,1000000,182.00,
"472238048_0","17",3000000,,1000000,182.00,
"472238049_0","17",3000000,,1000000,182.00,
"472238050_0","17",3000000,,1000000,182.00,
"472238051_0","17",3000000,,1000000,182.00,
"472238052_0","17",3000000,,1000000,182.00,
"472238053_0","17",3000000,,1000000,182.00,
"472238054_0","17",3000000,,1000000,182.00,
"472238055_0","17",3000000,,1000000,182.00,
"472238056_0","17",3000000,,1000000,182.00,
"472238057_0","17",3000000,,1000000,182.00,
"472238058_0","17",3000000,,1000000,182.00,
"472238059_0","17",3000000,,1000000,182.00,
"472238060_0","17",3000000,,1000000,182.00,
"472238061_0","17",3000000,,1000000,182.00,
"472238062_0","17",3000000,,1000000,182.00,
"472238063_0","17",3000000,,1000000,182.00,
"472238064_0","17",3000000,,1000000,182.00,
"472238065_0","17",3000000,,1000000,182.00,
"472238066_0","17",3000000,,1000000,182.00,
"472238067_0","17",3000000,,1000000,182.00,
"472238068_0","17",3000000,,1000000,182.00,
"472238069_0","17",3000000,,1000000,182.00,
"472238070_0","17",3000000,,1000000,182.00,
"472238071_0","17",3000000,,1000000,182.00,
"472238072_0","17",3000000,,1000000,182.00,
"472238073_0","17",3000000,,1000000,182.00,
"472238074_0","17",3000000,,1000000,182.00,
"472238075_0","17",3000000,,1000000,182.00,
"472238076_0","17",3000000,,1000000,182.00,
"472238077_0","17",3000000,,1000000,182.00,
"472238078_0","17",3000000,,1000000,182.00,
"472238079_0","17",3000000,,1000000,182.00,
"472238080_0","17",3000000,,1000000,182.00,
"472238081_0","17",3000000,,1000000,182.00,
"472238082_0","17",3000000,,1000000,182.00,
"472238083_0","17",3000000,,1000000,182.00,
"472238084_0","17",3000000,,1000000,182.00,
"472238085_0","17",3000000,,1000000,182.00,
"472238086_0","17",3000000,,1000000,182.00,
"472238087_0","17",3000000,,1000000,182.00,
"472238088_0","17",3000000,,1000000,182.00,
"472238089_0","17",3000000,,1000000,182.00,
"472238090_0","17",3000000,,1000000,182.00,
"472238091_0","17",3000000,,1000000,182.00,
"472238092_0","17",3000000,,1000000,182.00,
"472238093_0","17",3000000,,1000000,182.00,
"472238094_0","17",3000000,,1000000,182.00,
"472238095_0","17",3000000,,1000000,182.00,
"472238096_0","17",3000000,,1000000,182.00,
"472238097_0","17",3000000,,1000000,182.00,
"472238098_0","17",3000000,,1000000,182.00,
"472238099_0","17",3000000,,1000000,182.00,
"472238100_0","17",3000000,,1000000,182.00,
"472238101_0","17",3000000,,1000000,182.00,
"472238102_0","17",3000000,,1000000,182.00,
"472238103_0","17",3000000,,1000000,182.00,
"472238104_0","17",3000000,,1000000,182.00,
"472238105_0","17",3000000,,1000000,182.00,
"472238106_0","17",3000000,,1000000,182.00,
"472238107_0","17",3000000,,1000000,182.00,
"472238108_0","17",3000000,,1000000,182.00,
"472238109_0","17",3000000,,1000000,182.00,
"472238110_0","17",3000000,,1000000,182.00,
"472238111_0","17",3000000,,1000000,182.00,
"472238112_0","17",3000000,,1000000,182.00,
"472238113_0","17",3000000,,1000000,182.00,
"472238114_0","17",3000000,,1000000,182.00,
"472238115_0","17",3000000,,1000000,182.00,
"472238116_0","17",3000000,,1000000,182.00,
"472238117_0","17",3000000,,1000000,182.00,
"472238118_0","17",3000000,,1000000,182.00,
"472238119_0","17",3000000,,1000000,182.00,
"472238120_0","17",3000000,,1000000,182.00,
"472238121_0","17",3000000,,1000000,182.00,
"472238122_0","17",3000000,,1000000,182.00,
"472238123_0","17",3000000,,1000000,182.00,
"472238124_0","17",3000000,,1000000,182.00,
"472238125_0","17",3000000,,1000000,182.00,
"472238126_0","17",3000000,,1000000,182.00,
"472238127_0","17",3000000,,1000000,182.00,
"472238128_0","17",3000000,,1000000,182.00,
"472238129_0","17",3000000,,1000000,182.00,
"472238130_0","17",3000000,,1000000,182.00,
"472238131_0","17",3000000,,1000000,182.00,
"472238132_0","17",3000000,,1000000,182.00,
"472238133_0","17",3000000,,1000000,182.00,
"472238134_0","17",3000000,,1000000,182.00,
"472238135_0","17",3000000,,1000000,182.00,
"472238136_0","17",3000000,,1000000,182.00,
"472238137_0","17",3000000,,1000000,182.00,
"472238138_0","17",3000000,,1000000,182.00,
"472238139_0","17",3000000,,1000000,182.00,
"472238140_0","17",3000000,,1000000,182.00,
"472238141_0","17",3000000,,1000000,182.00,
"472238142_0","17",3000000,,1000000,182.00,
"472238143_0","17",3000000,,1000000,182.00,
"472238144_0","17",3000000,,1000000,182.00,
"472238145_0","17",3000000,,1000000,182.00,
"472238146_0","17",3000000,,1000000,182.00,
"472238147_0","17",3000000,,1000000,182.00,
"472238148_0","17",3000000,,1000000,182.00,
"472238149_0","17",3000000,,1000000,182.00,
"472238150_0","17",3000000,,1000000,182.00,
"472238151_0","17",3000000,,1000000,182.00,
"472238152_0","17",3000000,,1000000,182.00,
"472238153_0","17",3000000,,1000000,182.00,
"472238154_0","17",3000000,,1000000,182.00,
"472238155_0","17",3000000,,1000000,182.00,
"472238156_0","17",3000000,,1000000,182.00,
"472238157_0","17",3000000,,1000000,182.00,
"472238158_0","17",3000000,,1000000,182.00,
"472238159_0","17",3000000,,1000000,182.00,
"472238160_0","17",3000000,,1000000,182.00,
"472238161_0","17",3000000,,1000000,182.00,
"472238162_0","17",3000000,,1000000,182.00,
"472238163_0","17",3000000,,1000000,182.00,
"472238164_0","17",3000000,,1000000,182.00,
"472238165_0","17",3000000,,1000000,182.00,
"472238166_0","17",3000000,,1000000,182.00,
"472238167_0","17",3000000,,1000000,182.00,
"472238168_0","17",3000000,,1000000,182.00,
"472238169_0","17",3000000,,1000000,182.00,
"472238170_0","17",3000000,,1000000,182.00,
"472238171_0","17",3000000,,1000000,182.00,
"472238172_0","17",3000000,,1000000,182.00,
"472238173_0","17",3000000,,1000000,182.00,
"472238174_0","17",3000000,,1000000,182.00,
"472238175_0","17",3000000,,1000000,182.00,
"472238176_0","17",3000000,,1000000,182.00,
"472238177_0","17",3000000,,1000000,182.00,
"472238178_0","17",3000000,,1000000,182.00,
"472238179_0","17",3000000,,1000000,182.00,
"472238180_0","17",3000000,,1000000,182.00,
"472238181_0","17",3000000,,1000000,182.00,
"472238197_0","17",3000000,,1000000,182.00,
"472238198_0","17",3000000,,1000000,182.00,
"472238199_0","17",3000000,,1000000,182.00,
"472238200_0","17",3000000,,1000000,182.00,
"472238202_0","17",3000000,,1000000,182.00,
"472238203_0","17",3000000,,1000000,182.00,
"472238204_0","17",3000000,,1000000,182.00,
"472238205_0","17",3000000,,1000000,182.00,
"472238206_0","17",3000000,,1000000,182.00,
"472238207_0","17",3000000,,1000000,182.00,
"472238208_0","17",3000000,,1000000,182.00,
"472238209_0","17",3000000,,1000000,182.00,
"472238210_0","17",3000000,,1000000,182.00,
"472238211_0","17",3000000,,1000000,182.00,
"472238212_0","17",3000000,,1000000,182.00,
"472238213_0","17",3000000,,1000000,182.00,
"472238214_0","17",3000000,,1000000,182.00,
"472238215_0","17",3000000,,1000000,182.00,
"472238216_0","17",3000000,,1000000,182.00,
"472238217_0","17",3000000,,1000000,182.00,
"472238218_0","17",3000000,,1000000,182.00,
"472238219_0","17",3000000,,1000000,182.00,
"472238220_0","17",3000000,,1000000,182.00,
"472238221_0","17",3000000,,1000000,182.00,
"472238222_0","17",3000000,,1000000,182.00,
"472238223_0","17",3000000,,1000000,182.00,
"472238224_0","17",3000000,,1000000,182.00,
"472238225_0","17",3000000,,1000000,182.00,
"472238226_0","17",3000000,,1000000,182.00,
"472238230_0","17",3000000,,1000000,182.00,
"472238231_423750095","17",3000000,,1000000,182.00,
"472238247_0","17",3000000,,1000000,182.00,
"472238248_0","17",3000000,,1000000,182.00,
"472238250_0","17",3000000,,1000000,182.00,
"472238255_0","17",3000000,,1000000,182.00,
"472238271_423750260","17",3000000,,1000000,182.00,
"472238272_423750274","17",3000000,,1000000,182.00,
"472238273_0","17",3000000,,1000000,182.00,
"472238275_423750288","09",3000000,,1000000,182.00,
"472238286_423750310","17",3000000,,1000000,182.00,
"472238288_423750338","17",3000000,,1000000,182.00,
"472238290_423750355","17",3000000,,1000000,182.00,
"472238296_0","17",3000000,,1000000,182.00,
"472238298_0","17",3000000,,1000000,182.00,
"472238307_0","17",3000000,,1000000,182.00,
"472238318_0","17",3000000,,1000000,182.00,
"472238319_0","17",3000000,,1000000,182.00,
"472238320_0","17",3000000,,1000000,182.00,
"472238321_0","17",3000000,,1000000,182.00,
"472238322_423750436","17",3000000,,1000000,182.00,
"472238427_0","17",3000000,,1000000,182.00,
"472238429_0","17",3000000,,1000000,182.00,
"472238430_0","17",3000000,,1000000,182.00,
"472238431_0","17",3000000,,1000000,182.00,
"472238436_0","17",3000000,,1000000,182.00,
"472238437_0","17",3000000,,1000000,182.00,
"472238438_0","17",3000000,,1000000,182.00,
"472238439_0","17",3000000,,1000000,182.00,
"472238440_0","17",3000000,,1000000,182.00,
"472238458_0","17",3000000,,1000000,182.00,
"472238463_0","17",3000000,,1000000,182.00,
"472238476_423750971","17",3000000,,1000000,182.00,
"472238478_423750999","17",3000000,,1000000,182.00,
"472238484_423751053","17",3000000,,1000000,182.00,
"472238486_423751070","17",3000000,,1000000,182.00,
"472238488_423751098","17",3000000,,1000000,182.00,
"472238490_423751103","17",3000000,,1000000,182.00,
"472238494_423751148","17",3000000,,1000000,182.00,
"472238496_423751165","17",3000000,,1000000,182.00,
"472238498_423751182","17",3000000,,1000000,182.00,
"472238500_423751201","17",3000000,,1000000,182.00,
"472238502_423751229","17",3000000,,1000000,182.00,
"472238504_423751246","17",3000000,,1000000,182.00,
"472238506_423751277","17",3000000,,1000000,182.00,
"472238508_423751294","17",3000000,,1000000,182.00,
"472238510_423751327","17",3000000,,1000000,182.00,
"472238512_423751344","17",3000000,,1000000,182.00,
"472238514_423751361","17",3000000,,1000000,182.00,
"472238516_423751389","17",3000000,,1000000,182.00,
"472238518_423751408","17",3000000,,1000000,182.00,
"472238520_423751411","17",3000000,,1000000,182.00,
"472238522_423751439","17",3000000,,1000000,182.00,
"472238524_423751456","17",3000000,,1000000,182.00,
"472238526_423751487","17",3000000,,1000000,182.00,
"472238528_0","17",3000000,,1000000,182.00,
"472238530_0","17",3000000,,1000000,182.00,
"472238532_423751537","17",3000000,,1000000,182.00,
"472238535_423751554","17",3000000,,1000000,182.00,
"472238537_423751571","17",3000000,,1000000,182.00,
"472238539_423751599","17",3000000,,1000000,182.00,
"472238541_423751618","17",3000000,,1000000,182.00,
"472238543_423751621","17",3000000,,1000000,182.00,
"472238545_423751649","17",3000000,,1000000,182.00,
"472238547_423751666","17",3000000,,1000000,182.00,
"472238548_423751683","17",3000000,,1000000,182.00,
"472238550_423751702","17",3000000,,1000000,182.00,
"472238556_423751778","17",3000000,,1000000,182.00,
"472238558_423751795","17",3000000,,1000000,182.00,
"472238560_423751814","17",3000000,,1000000,182.00,
"472238562_423751828","17",3000000,,1000000,182.00,
"472238566_423751862","17",3000000,,1000000,182.00,
"472238568_423751893","17",3000000,,1000000,182.00,
"472238570_423751912","17",3000000,,1000000,182.00,
"472238572_423751943","17",3000000,,1000000,182.00,
"472238574_423751960","17",3000000,,1000000,182.00,
"472238576_423751988","17",3000000,,1000000,182.00,
"472238578_423752008","17",3000000,,1000000,182.00,
"472238580_423752025","17",3000000,,1000000,182.00,
"472238582_423752042","17",3000000,,1000000,182.00,
"472238584_423752073","17",3000000,,1000000,182.00,
"472238586_423752090","17",3000000,,1000000,182.00,
"472238588_423752123","17",3000000,,1000000,182.00,
"472238590_423752140","17",3000000,,1000000,182.00,
"472238592_423752154","17",3000000,,1000000,182.00,
"472238594_423752171","17",3000000,,1000000,182.00,
"472238596_423752199","17",3000000,,1000000,182.00,
"472238598_423752218","17",3000000,,1000000,182.00,
"472238600_0","17",3000000,,1000000,182.00,
"472238602_0","17",3000000,,1000000,182.00,
"472238604_423752252","17",3000000,,1000000,182.00,
"472238606_423752283","17",3000000,,1000000,182.00,
"472238608_423752302","17",3000000,,1000000,182.00,
"472238610_423752333","17",3000000,,1000000,182.00,
"472238612_423752350","17",3000000,,1000000,182.00,
"472238614_423752364","17",3000000,,1000000,182.00,
"472238616_423752381","17",3000000,,1000000,182.00,
"472238618_423752400","17",3000000,,1000000,182.00,
"472238649_423752686","10",3000000,,1000000,182.00,
"472238652_423752722","10",3000000,,1000000,182.00,
"472238653_423752736","10",3000000,,1000000,182.00,
"472238654_423752753","10",1000000,,1000000,150.00,
"472238656_423752770","10",3000000,,1000000,182.00,
"472238657_423752784","10",3000000,,1000000,182.00,
"472238706_0","17",3000000,,1000000,182.00,
"472238707_0","17",3000000,,1000000,182.00,
"472238708_0","17",3000000,,1000000,182.00,
"472238709_0","17",3000000,,1000000,182.00,
"472238710_0","17",3000000,,1000000,182.00,
"472238711_0","17",3000000,,1000000,182.00,
"472238904_423755023","10",1000000,,1000000,150.00,
"472239399_423760478","10",1000000,,1000000,150.00,
"472239409_423760576","10",1000000,,1000000,150.00,
"472239598_423762649","10",1000000,,1000000,150.00,
"472239615_423762831","10",1000000,,1000000,150.00,
"472239686_423763624","10",1000000,,1000000,150.00,
"472239794_423764806","10",1000000,,1000000,150.00,
"472239959_423766622","10",1000000,,1000000,150.00,
"472239967_423766717","10",1000000,,1000000,150.00,
"472240001_423767074","10",1000000,,1000000,150.00,
"472240013_423767205","10",1000000,,1000000,150.00,
"472240020_423767284","10",1000000,,1000000,150.00,
"472240024_423767320","10",1000000,,1000000,150.00,
"472240100_423768161","10",1000000,,1000000,150.00,
"472240105_423768211","10",1000000,,1000000,150.00,
"472240238_423769682","10",1000000,,1000000,150.00,
"472240265_423769987","10",1000000,,1000000,150.00,
"472240296_423770315","10",1000000,,1000000,150.00,
"472240297_423770329","10",1000000,,1000000,150.00,
"472240317_423770542","10",1000000,,1000000,150.00,
"472240407_423771545","10",1000000,,1000000,150.00,
"472240480_423772341","10",1000000,,1000000,150.00,
"472240531_423772906","10",1000000,,1000000,150.00,
"472240532_423772923","10",1000000,,1000000,150.00,
"472240712_423774896","10",1000000,,1000000,150.00,
"472240821_423776082","10",1000000,,1000000,150.00,
"472240971_423777720","10",1000000,,1000000,150.00,
"472240995_423777989","10",1000000,,1000000,150.00,
"472241062_423778706","10",1000000,,1000000,150.00,
"472241072_423778818","10",1000000,,1000000,150.00,
"472241252_423780813","10",1000000,,1000000,150.00,
"472241517_423783727","10",1000000,,1000000,150.00,
"472241519_423783744","10",1000000,,1000000,150.00,
"472241845_423787311","10",1000000,,1000000,150.00,
"472241855_423787437","10",1000000,,1000000,150.00,
"472241873_423787633","10",1000000,,1000000,150.00,
"472242199_423791214","10",1000000,,1000000,150.00,
"472242258_423791861","10",1000000,,1000000,150.00,
"472242260_423791889","10",1000000,,1000000,150.00,
"472242307_423792394","10",1000000,,1000000,150.00,
"472242873_423798616","10",1000000,,1000000,150.00,
"472242936_423799314","10",1000000,,1000000,150.00,
"472243212_423802325","10",1000000,,1000000,150.00,
"472243294_423803247","10",1000000,,1000000,150.00,
"472243370_423804074","10",1000000,,1000000,150.00,
"472243478_423805256","10",1000000,,1000000,150.00,
"472243533_423805869","10",1000000,,1000000,150.00,
"472243550_423806052","10",1000000,,1000000,150.00,
"472243732_423808061","10",1000000,,1000000,150.00,
"472243792_423808724","10",1000000,,1000000,150.00,
"472244033_423811364","10",1000000,,1000000,150.00,
"472244047_423811512","10",1000000,,1000000,150.00,
"472244155_423812692","10",1000000,,1000000,150.00,
"472244335_0","17",3000000,,1000000,182.00,
"472244337_423814541","17",3000000,,1000000,182.00,
"472244343_423814605","17",3000000,,1000000,182.00,
"472244346_423814619","17",3000000,,1000000,182.00,
"472244347_423814622","17",3000000,,1000000,182.00,
"472244349_423814653","17",3000000,,1000000,182.00,
"472244355_423814703","17",3000000,,1000000,182.00,
"472244357_423814720","17",3000000,,1000000,182.00,
"472244359_423814748","17",3000000,,1000000,182.00,
"472244361_423814751","17",3000000,,1000000,182.00,
"472244365_423814796","17",3000000,,1000000,182.00,
"472244367_423814815","17",3000000,,1000000,182.00,
"472244369_423814832","17",3000000,,1000000,182.00,
"472244372_423814877","17",3000000,,1000000,182.00,
"472244374_423814894","17",3000000,,1000000,182.00,
"472244376_423814927","17",3000000,,1000000,182.00,
"472244378_423814944","17",3000000,,1000000,182.00,
"472244380_423814961","17",3000000,,1000000,182.00,
"472244382_423814989","17",3000000,,1000000,182.00,
"472244385_423815012","17",3000000,,1000000,182.00,
"472244387_423815043","17",3000000,,1000000,182.00,
"472244389_423815057","17",3000000,,1000000,182.00,
"472244392_423815088","17",3000000,,1000000,182.00,
"472244394_423815107","17",3000000,,1000000,182.00,
"472244397_0","17",3000000,,1000000,182.00,
"472244399_423815141","17",3000000,,1000000,182.00,
"472244401_423815169","17",3000000,,1000000,182.00,
"472244403_423815186","17",3000000,,1000000,182.00,
"472244405_423815219","17",3000000,,1000000,182.00,
"472244407_423815236","17",3000000,,1000000,182.00,
"472244409_423815253","17",3000000,,1000000,182.00,
"472244411_423815270","17",3000000,,1000000,182.00,
"472244413_423815298","17",3000000,,1000000,182.00,
"472244415_423815303","17",3000000,,1000000,182.00,
"472244417_423815320","17",3000000,,1000000,182.00,
"472244423_423815379","17",3000000,,1000000,182.00,
"472244425_423815396","17",3000000,,1000000,182.00,
"472244427_423815415","17",3000000,,1000000,182.00,
"472244429_423815429","17",3000000,,1000000,182.00,
"472244433_423815477","17",3000000,,1000000,182.00,
"472244435_423815494","17",3000000,,1000000,182.00,
"472244437_423815527","17",3000000,,1000000,182.00,
"472244440_423815558","17",3000000,,1000000,182.00,
"472244442_423815575","17",3000000,,1000000,182.00,
"472244444_423815592","17",3000000,,1000000,182.00,
"472244446_423815611","17",3000000,,1000000,182.00,
"472244449_423815639","17",3000000,,1000000,182.00,
"472244451_423815656","17",3000000,,1000000,182.00,
"472244454_423815690","17",3000000,,1000000,182.00,
"472244456_423815723","17",3000000,,1000000,182.00,
"472244458_423815737","17",3000000,,1000000,182.00,
"472244461_423815768","17",3000000,,1000000,182.00,
"472244463_423815799","17",3000000,,1000000,182.00,
"472244466_0","17",3000000,,1000000,182.00,
"472244468_423815835","17",3000000,,1000000,182.00,
"472244470_423815852","17",3000000,,1000000,182.00,
"472244472_423815883","17",3000000,,1000000,182.00,
"472244474_423815902","17",3000000,,1000000,182.00,
"472244476_423815933","17",3000000,,1000000,182.00,
"472244478_423815947","17",3000000,,1000000,182.00,
"472244480_423815964","17",3000000,,1000000,182.00,
"472244482_423815981","17",3000000,,1000000,182.00,
"472244483_423815995","17",3000000,,1000000,182.00,
"472244485_423816015","17",3000000,,1000000,182.00,
"472244491_423816077","17",3000000,,1000000,182.00,
